beneficiary_id,project_id,country,region,aid_type,distribution_date,amount_usd,age,gender,household_size
B12158,P185,South Sudan,Kampala,Cash Transfer,2023-01-05,214.08,65.0,male,9
B12641,P130,Uganda,Dar es Salaam,Education Grant,2023-02-08,139.1,16.0,Female,6
B10042,P141,Uganda,Nairobi,Cash Transfer,2023-07-17,144.22,10.0,Male,9
B12173,P184,Uganda,Mombasa,Food Aid,2023-09-24,157.59,23.0,Male,10
B10204,P124,Ethiopia,Kampala,Food Aid,2023-02-20,81.12,13.0,Female,10
B11473,P119,Tanzania,Dar es Salaam,Water & Sanitation,2024-08-21,150.73,52.0,female,2
B12100,P186,Tanzania,Dar es Salaam,Medical Support,2023-07-01,168.82,26.0,Female,10
B10068,P158,South Sudan,Nairobi,Education Grant,2024-07-08,168.08,51.0,Male,5
B11875,P102,Kenya,Mombasa,Water & Sanitation,2023-09-29,219.78,40.0,Female,10
B12396,P121,Uganda,Juba,Food Aid,2023-08-22,103.91,53.0,Male,2
B12231,P186,South Sudan,Dar es Salaam,Medical Support,2024-03-10,189.53,38.0,Male,9
B10137,P136,South Sudan,Mombasa,Education Grant,2024-08-25,133.9,39.0,Female,3
B10796,P190,Tanzania,Addis Ababa,Medical Support,2023-10-18,148.02,27.0,Male,9
B12180,P103,Kenya,Juba,Medical Support,2023-08-07,140.5,23.0,Male,1
B12128,P103,Ethiopia,Kampala,Education Grant,2023-11-13,185.77,24.0,Male,11
B10758,P163,Tanzania,Dar es Salaam,Medical Support,2024-06-19,107.08,40.0,Female,8
B10541,P171,Tanzania,Kampala,Education Grant,2023-08-26,93.51,25.0,Female,5
B11019,P151,South Sudan,Mombasa,Food Aid,2023-09-09,171.21,8.0,Male,7
B12549,P134,Ethiopia,Kampala,Food Aid,2024-07-07,254.42,11.0,Female,5
B10165,P164,South Sudan,Dar es Salaam,Education Grant,2024-12-21,170.64,67.0,Male,6
B10248,P102,Tanzania,Nairobi,Cash Transfer,2024-10-13,238.27,59.0,Female,3
B11331,P186,South Sudan,Nairobi,Cash Transfer,2024-12-13,210.94,41.0,Male,1
B12017,P118,Uganda,Juba,Water & Sanitation,2023-11-11,49.81,55.0,Female,6
B10446,P156,South Sudan,Nairobi,Cash Transfer,2023-07-10,168.33,11.0,Male,9
B11358,P160,Tanzania,Juba,Cash Transfer,2023-03-29,76.05,59.0,Female,9
B12145,P153,Tanzania,Kampala,Food Aid,2024-05-10,224.49,41.0,male,2
B11329,P189,South Sudan,Kisumu,Medical Support,2024-03-27,180.0,35.0,Male,4
B12929,P195,Ethiopia,Nairobi,Medical Support,2023-03-14,199.27,72.0,Female,3
B12150,P147,Ethiopia,Mombasa,Water & Sanitation,2023-12-15,141.21,10.0,Female,2
B10434,P191,Kenya,Juba,Food Aid,2023-06-19,225.12,48.0,Male,2
B12122,P168,Kenya,Mombasa,Cash Transfer,2024-12-02,149.04,49.0,Female,6
B10577,P190,Uganda,Addis Ababa,Education Grant,2023-12-28,188.54,30.0,Female,10
B12408,P110,Uganda,Addis Ababa,Food Aid,2024-12-08,190.57,57.0,Male,1
B12760,P121,Kenya,Dar es Salaam,Food Aid,2024-07-03,181.48,33.0,Female,4
B11848,P134,Ethiopia,Dar es Salaam,Water & Sanitation,2024-10-07,198.47,54.0,Female,9
B10762,P195,Kenya,Dar es Salaam,Food Aid,2023-01-05,278.0,43.0,female,4
B10388,P150,South Sudan,Juba,Medical Support,2023-08-03,197.52,50.0,Female,7
B10235,P131,Kenya,Juba,Water & Sanitation,2023-08-13,181.7,48.0,Female,2
B12623,P136,Kenya,Juba,Water & Sanitation,2024-02-01,220.52,42.0,Male,7
B11984,P170,Tanzania,Kampala,Water & Sanitation,2023-10-17,197.66,72.0,Male,1
B10267,P157,Uganda,Kampala,Food Aid,2023-01-19,78.49,8.0,Male,1
B10770,P176,Uganda,Kampala,Water & Sanitation,2023-06-09,185.39,5.0,Male,1
B12165,P143,Kenya,Addis Ababa,Water & Sanitation,2024-02-11,99.25,6.0,Female,8
B10437,P115,Ethiopia,Dar es Salaam,Cash Transfer,2024-11-02,80.99,40.0,Female,10
B10673,P106,South Sudan,Kisumu,Medical Support,2023-11-05,131.43,32.0,Male,9
B10249,P190,Tanzania,Kisumu,Food Aid,2024-05-16,170.25,62.0,Female,4
B12201,P163,Tanzania,Dar es Salaam,Medical Support,2023-11-07,140.45,59.0,Female,2
B11574,P198,South Sudan,Addis Ababa,Cash Transfer,2024-03-23,173.32,35.0,Male,11
B12142,P158,Kenya,Kampala,Education Grant,2023-09-07,158.67,78.0,Female,3
B12081,P118,Uganda,Juba,Education Grant,2023-09-13,180.06,32.0,Male,8
B12636,P104,Tanzania,Kampala,Education Grant,2023-12-05,159.53,18.0,Male,5
B12586,P186,Kenya,Kisumu,Food Aid,2023-03-04,84.04,6.0,Female,7
B12758,P134,Ethiopia,Nairobi,Water & Sanitation,2023-01-01,93.47,55.0,Male,10
B10448,P112,Tanzania,Addis Ababa,Food Aid,2023-09-06,124.31,7.0,Female,1
B11469,P124,Ethiopia,Nairobi,Education Grant,2023-11-22,172.23,70.0,Male,5
B10716,P111,Ethiopia,Dar es Salaam,Cash Transfer,2023-03-12,155.71,48.0,Female,5
B12415,P178,Tanzania,Addis Ababa,Medical Support,2023-12-10,163.57,70.0,Male,6
B12633,P157,Uganda,Juba,Water & Sanitation,2023-01-10,165.57,7.0,Female,9
B12048,P144,Kenya,Kampala,Education Grant,2024-04-29,133.61,22.0,Male,1
B11901,P114,South Sudan,Nairobi,Cash Transfer,2023-12-10,133.31,47.0,female,1
B11168,P177,Kenya,Juba,Education Grant,2023-05-27,179.74,59.0,Female,11
B10082,P174,Ethiopia,Kampala,Medical Support,2024-09-02,223.89,10.0,Female,6
B12441,P185,South Sudan,Juba,Cash Transfer,2024-12-14,219.07,55.0,Female,1
B11460,P176,Ethiopia,Juba,Education Grant,2024-08-28,143.08,46.0,Male,3
B11893,P182,South Sudan,Nairobi,Food Aid,2024-06-21,144.52,79.0,Female,7
B11668,P191,South Sudan,Mombasa,Food Aid,2023-02-26,192.03,75.0,Male,6
B12000,P163,Uganda,Nairobi,Food Aid,2024-03-15,116.24,55.0,Male,3
B10475,P173,Kenya,Juba,Education Grant,2024-08-09,137.55,41.0,Male,3
B10517,P175,Ethiopia,Nairobi,Water & Sanitation,2023-01-20,101.12,18.0,Male,10
B10404,P151,South Sudan,Dar es Salaam,Food Aid,2023-09-22,127.5,39.0,Male,2
B10384,P149,Tanzania,Nairobi,Education Grant,2024-02-28,112.04,49.0,Female,1
B12783,P155,South Sudan,Juba,Food Aid,2024-01-02,97.9,64.0,Female,1
B12152,P110,South Sudan,Dar es Salaam,Cash Transfer,2024-06-20,151.04,70.0,Female,7
B11633,P167,Ethiopia,Dar es Salaam,Cash Transfer,2023-04-17,201.5,71.0,Female,4
B12878,P160,Kenya,Addis Ababa,Education Grant,2024-08-11,164.61,48.0,Male,4
B10688,P170,Ethiopia,Kampala,Water & Sanitation,2024-04-10,185.55,38.0,Female,5
B11240,P166,Ethiopia,Nairobi,Education Grant,2023-09-16,131.04,41.0,Male,1
B10062,P129,Uganda,Dar es Salaam,Food Aid,2024-08-04,94.68,47.0,Female,7
B10852,P191,Tanzania,Juba,Education Grant,2023-07-06,118.13,53.0,Male,2
B12770,P106,Kenya,Kampala,Cash Transfer,2024-07-28,139.71,46.0,Male,6
B12493,P116,Ethiopia,Juba,Education Grant,2024-04-18,222.18,31.0,Female,5
B11262,P125,Tanzania,Mombasa,Education Grant,2024-11-07,176.94,67.0,Female,8
B10223,P118,Uganda,Juba,Water & Sanitation,2023-05-28,69.36,16.0,Female,2
B12193,P196,Kenya,Nairobi,Cash Transfer,2023-02-28,81.84,21.0,Male,1
B10373,P135,Kenya,Nairobi,Medical Support,2023-10-07,197.96,58.0,Female,6
B11824,P130,Ethiopia,Mombasa,Cash Transfer,2023-08-19,158.43,25.0,Female,4
B12554,P108,South Sudan,Nairobi,Medical Support,2024-03-07,106.59,34.0,Male,7
B12975,P192,Uganda,Juba,Education Grant,2024-04-09,155.29,31.0,Male,10
B12615,P147,Kenya,Kampala,Cash Transfer,2024-06-02,183.42,42.0,Male,10
B12703,P140,Uganda,Addis Ababa,Cash Transfer,2024-02-06,201.19,28.0,Male,8
B10009,P178,Ethiopia,Mombasa,Water & Sanitation,2024-10-07,177.13,43.0,Female,10
B11944,P152,Uganda,Juba,Education Grant,2024-01-02,181.08,23.0,Female,8
B11838,P114,Kenya,Addis Ababa,Medical Support,2023-05-22,148.34,7.0,Female,10
B10708,P181,Tanzania,Addis Ababa,Water & Sanitation,2024-01-10,45.9,37.0,Female,2
B10255,P165,Tanzania,Nairobi,Cash Transfer,2024-06-03,125.79,,Female,1
B11617,P132,Uganda,Kampala,Education Grant,2023-11-22,112.41,10.0,Female,2
B10389,P134,Uganda,Juba,Medical Support,2023-03-13,121.15,18.0,Female,10
B11581,P118,Ethiopia,Nairobi,Medical Support,2024-09-21,207.43,8.0,Male,2
B10924,P193,Kenya,Dar es Salaam,Education Grant,2024-10-02,209.75,54.0,Female,1
B12036,P143,South Sudan,Mombasa,Water & Sanitation,2023-06-04,169.62,6.0,Male,4
B12420,P139,South Sudan,Kisumu,Water & Sanitation,2024-07-14,202.37,43.0,Male,7
B11224,P144,Uganda,Mombasa,Education Grant,2024-11-15,140.74,23.0,Female,10
B11946,P128,Uganda,Mombasa,Food Aid,2024-01-31,168.86,35.0,Female,7
B10739,P181,Tanzania,Juba,Cash Transfer,2023-02-26,200.72,27.0,Male,5
B10040,P147,Ethiopia,Kisumu,Cash Transfer,2024-01-04,186.92,55.0,Male,6
B10868,P157,Tanzania,Mombasa,Food Aid,2023-08-10,182.93,17.0,Male,4
B10539,P101,South Sudan,Addis Ababa,Food Aid,2023-11-02,121.16,6.0,Female,5
B12528,P176,Tanzania,Addis Ababa,Water & Sanitation,2024-03-15,252.83,59.0,female,9
B11371,P167,Uganda,Dar es Salaam,Education Grant,2024-02-05,235.59,8.0,Female,10
B11145,P134,Uganda,Mombasa,Medical Support,2023-03-09,150.78,43.0,Male,10
B11031,P188,Kenya,Kisumu,Cash Transfer,2023-10-10,66.57,38.0,female,10
B10372,P117,South Sudan,Addis Ababa,Education Grant,2024-11-08,222.56,5.0,Female,6
B10667,P189,Kenya,Dar es Salaam,Cash Transfer,2023-08-13,225.2,11.0,Female,10
B10357,P182,Kenya,Addis Ababa,Food Aid,2023-08-22,135.57,39.0,Male,6
B10967,P161,Ethiopia,Dar es Salaam,Cash Transfer,2024-11-10,240.05,,Male,4
B11353,P186,Ethiopia,Addis Ababa,Water & Sanitation,2023-07-21,187.96,30.0,Female,6
B11035,P192,South Sudan,Addis Ababa,Medical Support,2024-12-17,228.7,77.0,Female,8
B10470,P109,Ethiopia,Nairobi,Cash Transfer,2023-12-05,136.25,24.0,Female,8
B11396,P164,Uganda,Dar es Salaam,Education Grant,2023-09-29,82.64,21.0,Male,11
B12639,P169,South Sudan,Kampala,Cash Transfer,2024-11-18,169.9,8.0,Male,6
B11549,P132,Uganda,Addis Ababa,Cash Transfer,2023-02-22,211.35,52.0,Female,8
B11256,P168,Ethiopia,Juba,Cash Transfer,2024-07-08,233.63,17.0,female,2
B12094,P139,South Sudan,Addis Ababa,Cash Transfer,2023-08-31,201.96,27.0,Male,11
B11555,P173,Kenya,Nairobi,Education Grant,2024-03-08,168.37,52.0,Male,7
B12607,P176,South Sudan,Kampala,Water & Sanitation,2023-12-31,39.72,44.0,Male,2
B11250,P139,South Sudan,Mombasa,Cash Transfer,2023-09-11,166.54,35.0,Female,3
B11699,P129,Ethiopia,Kisumu,Water & Sanitation,2024-06-23,158.98,15.0,Female,9
B11252,P147,South Sudan,Nairobi,Education Grant,2024-03-07,50.31,60.0,Male,9
B12799,P155,Kenya,Kisumu,Education Grant,2023-11-21,165.06,13.0,male,6
B10079,P101,Ethiopia,Addis Ababa,Water & Sanitation,2023-10-19,50.62,23.0,Female,6
B11172,P150,Ethiopia,Dar es Salaam,Water & Sanitation,2023-04-05,155.21,49.0,Female,8
B10814,P196,Uganda,Dar es Salaam,Water & Sanitation,2024-07-02,201.59,18.0,male,6
B11852,P147,Kenya,Mombasa,Medical Support,2023-03-30,90.32,44.0,Male,11
B12220,P136,Tanzania,Mombasa,Water & Sanitation,2023-07-22,132.08,35.0,Female,11
B12647,P152,Ethiopia,Addis Ababa,Cash Transfer,2024-01-12,79.72,25.0,male,1
B12105,P132,Tanzania,Juba,Food Aid,2024-10-16,232.13,44.0,Female,8
B10133,P118,Kenya,Kampala,Medical Support,2023-10-18,173.68,62.0,Female,10
B11140,P136,Ethiopia,Juba,Medical Support,2023-03-06,135.12,26.0,Female,2
B10933,P177,South Sudan,Dar es Salaam,Food Aid,2024-08-04,40.06,6.0,Female,3
B10928,P130,South Sudan,Addis Ababa,Food Aid,2024-04-04,228.28,12.0,Female,9
B10823,P121,Uganda,Mombasa,Food Aid,2023-06-04,131.86,48.0,Female,7
B11531,P176,Kenya,Kampala,Education Grant,2023-08-12,61.58,17.0,Female,10
B11214,P113,Kenya,Dar es Salaam,Food Aid,2023-04-04,135.25,79.0,Male,5
B10504,P189,Ethiopia,Nairobi,Medical Support,2023-05-09,117.47,11.0,female,4
B12984,P120,Ethiopia,Kisumu,Food Aid,2024-11-25,67.26,31.0,Male,9
B12395,P103,Ethiopia,Kisumu,Food Aid,2023-04-02,77.52,26.0,Male,10
B11996,P183,Tanzania,Kisumu,Cash Transfer,2024-09-03,148.67,78.0,Male,10
B11958,P133,Kenya,Nairobi,Medical Support,2024-01-06,202.8,76.0,Male,1
B11384,P190,Uganda,Kampala,Food Aid,2023-12-16,187.1,37.0,Male,2
B10894,P188,Tanzania,Kisumu,Cash Transfer,2024-05-05,219.11,79.0,Male,11
B10828,P181,South Sudan,Addis Ababa,Medical Support,2023-06-20,128.99,,Female,3
B12939,P165,Ethiopia,Juba,Cash Transfer,2023-07-13,130.38,51.0,Male,9
B11683,P137,Kenya,Kisumu,Medical Support,2024-12-01,166.22,46.0,Male,3
B12592,P186,Tanzania,Addis Ababa,Water & Sanitation,2024-04-08,147.86,34.0,Male,5
B12576,P197,Kenya,Kisumu,Food Aid,2023-07-27,223.21,53.0,Male,5
B12530,P153,Tanzania,Mombasa,Water & Sanitation,2024-09-20,173.68,29.0,Female,1
B10652,P121,Ethiopia,Dar es Salaam,Food Aid,2024-07-19,136.56,14.0,Female,5
B10172,P180,Uganda,Kisumu,Medical Support,2023-12-01,146.14,68.0,Female,5
B10038,P159,Tanzania,Dar es Salaam,Cash Transfer,2024-11-07,83.59,14.0,Female,10
B12979,P181,South Sudan,Kampala,Cash Transfer,2023-05-26,159.99,78.0,Male,5
B10713,P129,Tanzania,Kisumu,Water & Sanitation,2023-04-14,169.96,6.0,Female,8
B10090,P121,Ethiopia,Mombasa,Cash Transfer,2024-01-02,154.85,,Female,3
B12974,P130,Uganda,Addis Ababa,Education Grant,2023-02-16,195.57,6.0,Female,6
B11205,P114,Tanzania,Nairobi,Medical Support,2023-10-01,152.03,66.0,Male,2
B12603,P109,Ethiopia,Nairobi,Water & Sanitation,2024-10-02,90.52,70.0,Male,9
B11827,P117,Kenya,Kampala,Water & Sanitation,2023-07-21,220.55,34.0,Female,3
B11155,P102,Ethiopia,Kampala,Cash Transfer,2023-11-03,200.49,64.0,Female,10
B11324,P158,Ethiopia,Nairobi,Food Aid,2024-12-31,153.22,39.0,Female,4
B10216,P100,Kenya,Kisumu,Cash Transfer,2024-11-08,111.36,16.0,Male,8
B10510,P171,South Sudan,Nairobi,Water & Sanitation,2024-07-20,163.52,27.0,Male,2
B11680,P114,South Sudan,Kampala,Food Aid,2023-01-07,170.19,34.0,female,9
B10499,P128,Tanzania,Nairobi,Food Aid,2024-11-14,80.86,38.0,Male,5
B12496,P159,Kenya,Kampala,Water & Sanitation,2024-11-11,136.05,70.0,Female,8
B11856,P130,Tanzania,Kampala,Education Grant,2023-11-16,219.62,5.0,Female,3
B11388,P119,Ethiopia,Nairobi,Education Grant,2023-01-13,151.6,25.0,Female,9
B11519,P199,South Sudan,Juba,Education Grant,2023-01-09,242.7,17.0,Female,3
B12386,P144,Ethiopia,Addis Ababa,Food Aid,2023-04-21,138.48,32.0,Male,1
B12740,P162,Kenya,Juba,Cash Transfer,2023-04-30,170.74,7.0,Male,6
B12076,P129,Uganda,Kampala,Food Aid,2024-07-26,180.79,56.0,male,10
B11540,P109,Kenya,Kampala,Water & Sanitation,2023-08-02,148.62,9.0,female,11
B11217,P187,Ethiopia,Nairobi,Water & Sanitation,2024-11-01,163.95,9.0,Male,10
B11416,P130,Uganda,Juba,Cash Transfer,2023-05-11,152.85,20.0,female,9
B12217,P162,Tanzania,Mombasa,Education Grant,2023-03-17,146.69,63.0,Female,4
B12536,P184,Ethiopia,Addis Ababa,Food Aid,2023-04-28,198.79,34.0,Male,3
B11676,P116,Ethiopia,Dar es Salaam,Education Grant,2024-07-28,210.86,69.0,Female,6
B11197,P179,Uganda,Kampala,Medical Support,2023-07-20,177.62,22.0,Male,9
B11542,P183,Uganda,Mombasa,Food Aid,2023-08-04,233.06,47.0,M,3
B10953,P161,Kenya,Nairobi,Medical Support,2023-03-21,222.19,16.0,Female,3
B10750,P156,South Sudan,Nairobi,Food Aid,2023-02-13,103.84,51.0,Male,1
B10234,P169,Kenya,Nairobi,Education Grant,2023-10-27,257.2,5.0,Male,3
B10732,P156,Ethiopia,Dar es Salaam,Medical Support,2023-10-22,170.41,75.0,Female,8
B10644,P114,Tanzania,Addis Ababa,Water & Sanitation,2024-07-05,137.71,14.0,Male,10
B11156,P170,Kenya,Kampala,Medical Support,2024-04-11,115.59,54.0,Male,6
B12591,P100,South Sudan,Dar es Salaam,Medical Support,2024-03-11,127.13,34.0,Male,9
B12445,P162,South Sudan,Dar es Salaam,Education Grant,2023-10-07,163.17,15.0,Female,6
B11209,P159,Kenya,Nairobi,Medical Support,2023-05-02,237.48,38.0,Female,5
B11065,P133,Uganda,Nairobi,Medical Support,2023-08-15,94.02,13.0,Male,1
B12156,P181,South Sudan,Nairobi,Food Aid,2024-08-09,131.24,32.0,Male,9
B11062,P104,Uganda,Mombasa,Medical Support,2024-10-03,207.44,30.0,Male,8
B11167,P119,Kenya,Mombasa,Food Aid,2024-04-28,178.2,12.0,Female,1
B11492,P116,Uganda,Kampala,Food Aid,2024-07-02,121.79,71.0,Male,2
B12622,P114,Ethiopia,Kisumu,Education Grant,2023-11-26,154.19,37.0,Male,4
B10884,P124,Uganda,Kisumu,Food Aid,2024-02-04,184.09,18.0,Female,5
B10143,P109,Ethiopia,Kisumu,Water & Sanitation,2023-08-21,159.23,56.0,Male,7
B12961,P108,Kenya,Juba,Cash Transfer,2024-05-01,119.57,63.0,Female,4
B10850,P160,Uganda,Addis Ababa,Medical Support,2024-11-06,118.84,68.0,male,5
B10717,P119,Tanzania,Kisumu,Cash Transfer,2024-11-30,157.52,16.0,Male,5
B12861,P170,Tanzania,Juba,Water & Sanitation,2024-08-30,174.19,67.0,Female,2
B10264,P120,Kenya,Addis Ababa,Water & Sanitation,2024-02-15,137.37,46.0,Male,10
B10075,P108,South Sudan,Addis Ababa,Cash Transfer,2024-09-11,191.1,,Female,7
B10395,P122,Ethiopia,Addis Ababa,Education Grant,2024-06-28,126.54,53.0,Female,7
B12563,P166,Ethiopia,Kampala,Cash Transfer,2024-06-28,162.77,13.0,Female,10
B12224,P126,South Sudan,Kisumu,Medical Support,2023-07-24,117.53,25.0,Male,5
B12818,P150,Kenya,Nairobi,Cash Transfer,2024-10-22,169.69,42.0,Female,1
B10396,P171,Kenya,Juba,Education Grant,2024-09-17,64.34,59.0,Male,4
B11365,P124,Tanzania,Addis Ababa,Cash Transfer,2024-04-28,142.07,42.0,Male,5
B12914,P134,Ethiopia,Mombasa,Education Grant,2024-03-11,184.28,52.0,female,5
B11903,P136,Uganda,Mombasa,Education Grant,2023-07-04,168.48,7.0,Female,3
B10595,P120,Tanzania,Kampala,Food Aid,2024-12-26,124.5,66.0,Male,2
B12109,P106,South Sudan,Nairobi,Cash Transfer,2023-07-23,180.16,32.0,M,1
B11296,P115,Tanzania,Dar es Salaam,Medical Support,2023-06-26,195.95,66.0,Female,11
B11821,P162,Tanzania,Dar es Salaam,Water & Sanitation,2023-05-17,153.84,64.0,Male,6
B10872,P120,Uganda,Kisumu,Medical Support,2024-10-07,81.03,48.0,Female,3
B12930,P157,Kenya,Mombasa,Education Grant,2023-06-25,193.46,43.0,Female,7
B12326,P160,Ethiopia,Dar es Salaam,Education Grant,2023-02-02,95.41,71.0,Male,2
B11548,P191,Ethiopia,Mombasa,Water & Sanitation,2023-05-07,188.3,41.0,Male,5
B10036,P132,Kenya,Juba,Water & Sanitation,2023-02-10,160.44,26.0,Female,5
B12684,P128,South Sudan,Dar es Salaam,Cash Transfer,2023-03-15,166.75,40.0,Male,10
B12143,P199,Kenya,Nairobi,Medical Support,2024-08-09,162.2,65.0,Female,2
B12574,P136,Tanzania,Dar es Salaam,Education Grant,2024-10-15,281.04,57.0,Male,10
B10977,P186,Uganda,Addis Ababa,Medical Support,2024-10-21,28.81,28.0,Male,10
B11571,P156,Tanzania,Dar es Salaam,Cash Transfer,2024-01-22,87.29,64.0,Male,11
B11122,P159,Kenya,Kampala,Medical Support,2024-10-18,181.94,17.0,Male,2
B12239,P103,Ethiopia,Dar es Salaam,Medical Support,2024-09-23,184.32,73.0,Female,5
B12504,P149,Tanzania,Kampala,Cash Transfer,2023-09-02,95.74,26.0,Female,4
B11892,P127,Tanzania,Kampala,Education Grant,2024-03-09,128.18,,Female,3
B10675,P189,Tanzania,Nairobi,Cash Transfer,2023-05-22,111.11,24.0,Female,1
B10728,P124,Tanzania,Mombasa,Education Grant,2023-02-15,123.01,68.0,Female,5
B10412,P108,South Sudan,Mombasa,Education Grant,2024-05-21,73.29,57.0,female,1
B11516,P193,Kenya,Dar es Salaam,Education Grant,2024-11-25,225.67,11.0,Male,3
B11649,P106,Tanzania,Nairobi,Education Grant,2024-07-14,279.48,48.0,Female,4
B10825,P102,Uganda,Kisumu,Water & Sanitation,2023-06-05,222.67,37.0,Female,11
B10616,P112,Kenya,Mombasa,Education Grant,2024-02-19,155.47,37.0,Female,2
B10114,P127,Tanzania,Mombasa,Water & Sanitation,2024-10-07,140.38,17.0,Male,8
B10417,P156,Uganda,Nairobi,Medical Support,2024-10-07,155.78,48.0,Male,2
B11625,P129,Uganda,Addis Ababa,Education Grant,2024-07-07,204.0,58.0,Male,2
B12958,P154,Uganda,Juba,Cash Transfer,2023-08-15,-50.0,45.0,Male,8
B10089,P158,Uganda,Mombasa,Food Aid,2023-02-22,175.66,68.0,Female,2
B12082,P167,Tanzania,Mombasa,Medical Support,2023-04-28,77.81,40.0,F,8
B10753,P103,Kenya,Kampala,Medical Support,2024-10-12,202.68,68.0,Female,3
B11630,P132,Uganda,Mombasa,Water & Sanitation,2024-06-27,174.24,11.0,Female,5
B10011,P188,Ethiopia,Mombasa,Education Grant,2024-08-31,126.71,23.0,Female,11
B12444,P124,Ethiopia,Juba,Cash Transfer,2023-02-04,124.85,76.0,Male,3
B10284,P192,Ethiopia,Addis Ababa,Cash Transfer,2024-02-02,256.65,20.0,Female,4
B11066,P107,Uganda,Addis Ababa,Cash Transfer,2024-04-02,85.27,65.0,Female,1
B11191,P169,Uganda,Dar es Salaam,Medical Support,2024-10-04,83.3,47.0,Male,11
B11440,P117,Tanzania,Mombasa,Cash Transfer,2023-09-28,183.14,7.0,Male,6
B12820,P125,Uganda,Kisumu,Water & Sanitation,2024-01-05,136.06,42.0,F,5
B12819,P124,South Sudan,Kampala,Water & Sanitation,2023-08-29,53.62,64.0,female,6
B12859,P136,Kenya,Addis Ababa,Education Grant,2023-01-27,159.71,13.0,female,8
B11568,P199,Uganda,Nairobi,Water & Sanitation,2023-03-20,71.87,26.0,Female,4
B12427,P165,Uganda,Mombasa,Education Grant,2024-02-04,146.89,17.0,Male,4
B12595,P100,Uganda,Kampala,Water & Sanitation,2023-01-05,37.66,45.0,Female,4
B11687,P108,Tanzania,Dar es Salaam,Water & Sanitation,2023-12-22,160.06,12.0,Male,8
B10851,P111,Kenya,Juba,Water & Sanitation,2024-04-20,122.23,34.0,F,1
B12207,P124,Tanzania,Kampala,Medical Support,2024-02-24,167.78,77.0,Female,4
B10895,P186,Tanzania,Nairobi,Education Grant,2023-03-11,182.44,63.0,Male,7
B10496,P172,South Sudan,Juba,Medical Support,2023-10-22,98.14,18.0,M,4
B12305,P199,South Sudan,Juba,Water & Sanitation,2024-10-27,305.5,56.0,Female,2
B11782,P112,Uganda,Juba,Cash Transfer,2024-03-23,74.76,46.0,Male,11
B10335,P134,Tanzania,Juba,Cash Transfer,2024-03-22,142.65,44.0,Male,7
B10515,P155,Kenya,Addis Ababa,Food Aid,2023-04-25,187.77,25.0,Female,7
B11348,P114,Kenya,Juba,Food Aid,2023-11-13,81.66,9.0,Male,8
B11015,P188,Tanzania,Dar es Salaam,Medical Support,2023-02-20,159.9,5.0,Male,8
B12827,P118,Kenya,Dar es Salaam,Cash Transfer,2024-11-09,146.9,21.0,Male,2
B12822,P115,Tanzania,Mombasa,Cash Transfer,2023-02-03,147.56,22.0,Male,6
B11781,P101,Tanzania,Addis Ababa,Cash Transfer,2023-02-07,145.84,42.0,Male,3
B11785,P135,Uganda,Kampala,Water & Sanitation,2024-03-04,77.12,39.0,Male,3
B12070,P187,Kenya,Nairobi,Food Aid,2024-11-19,198.27,65.0,Male,3
B10356,P165,Tanzania,Dar es Salaam,Cash Transfer,2024-02-28,149.07,51.0,Male,5
B12871,P176,Uganda,Addis Ababa,Cash Transfer,2024-06-03,172.92,50.0,Male,11
B11312,P186,Uganda,Mombasa,Medical Support,2023-12-20,219.51,32.0,Male,3
B11635,P116,Uganda,Kisumu,Medical Support,2024-01-01,129.82,35.0,Female,6
B10550,P181,Uganda,Juba,Cash Transfer,2023-03-25,154.33,53.0,Female,9
B12388,P141,South Sudan,Juba,Food Aid,2024-02-27,194.51,20.0,Female,6
B12479,P175,Tanzania,Kampala,Education Grant,2024-07-02,184.65,29.0,Male,8
B12521,P152,Tanzania,Kampala,Medical Support,2024-03-22,299.26,31.0,Male,4
B12265,P198,Tanzania,Kampala,Cash Transfer,2024-10-24,-50.0,21.0,Female,2
B11227,P177,South Sudan,Kisumu,Cash Transfer,2024-04-20,142.65,64.0,Male,3
B12699,P149,Tanzania,Mombasa,Water & Sanitation,2024-11-01,216.45,15.0,Female,4
B10957,P118,Kenya,Kampala,Education Grant,2023-02-23,172.84,42.0,Male,2
B11773,P145,Ethiopia,Kampala,Medical Support,2024-11-26,159.73,70.0,Male,11
B12141,P114,South Sudan,Kampala,Education Grant,2023-03-15,152.54,79.0,Female,10
B11008,P183,Ethiopia,Addis Ababa,Medical Support,2024-07-25,202.48,35.0,Female,2
B11092,P107,Ethiopia,Dar es Salaam,Education Grant,2023-01-25,186.38,58.0,Female,11
B12856,P136,Tanzania,Dar es Salaam,Food Aid,2024-09-20,114.1,42.0,Male,7
B10996,P132,Kenya,Nairobi,Food Aid,2024-03-27,239.88,69.0,Female,4
B11679,P106,South Sudan,Dar es Salaam,Water & Sanitation,2023-12-07,128.42,54.0,Female,11
B10153,P197,Ethiopia,Dar es Salaam,Water & Sanitation,2024-12-22,161.61,60.0,Female,11
B12801,P118,Uganda,Kisumu,Water & Sanitation,2024-08-24,284.65,32.0,Female,6
B10580,P138,South Sudan,Kampala,Food Aid,2023-12-10,166.92,14.0,Male,10
B11470,P114,Kenya,Dar es Salaam,Food Aid,2024-02-19,209.83,18.0,male,3
B10703,P155,Kenya,Nairobi,Education Grant,2023-09-29,79.58,44.0,Female,11
